id,ad_id,ad_set_id,date,name,status,impressions,clicks,spend,conversions,_fivetran_synced
23,1,1,2025-08-25,Facebook Cpc Retargeting Creative 1,active,2449,41,38.67,2,2025-08-25T02:52:00Z
24,1,1,2025-08-26,Facebook Cpc Retargeting Creative 1,active,5988,163,310.89,7,2025-08-26T08:13:00Z
25,1,1,2025-08-27,Facebook Cpc Retargeting Creative 1,active,2544,74,73.69,5,2025-08-27T23:00:00Z
26,1,1,2025-08-28,Facebook Cpc Retargeting Creative 1,active,894,16,26.33,1,2025-08-28T13:31:00Z
27,1,1,2025-08-29,Facebook Cpc Retargeting Creative 1,active,3602,62,64.36,5,2025-08-29T18:41:00Z
28,1,1,2025-08-30,Facebook Cpc Retargeting Creative 1,active,2347,25,13.13,2,2025-08-30T09:01:00Z
29,1,1,2025-08-31,Facebook Cpc Retargeting Creative 1,active,3110,43,24.86,1,2025-08-31T12:10:00Z
30,1,1,2025-09-01,Facebook Cpc Retargeting Creative 1,active,1114,26,50.1,0,2025-09-01T19:39:00Z
31,1,1,2025-09-02,Facebook Cpc Retargeting Creative 1,active,4454,132,149.59,8,2025-09-02T19:56:00Z
32,1,1,2025-09-03,Facebook Cpc Retargeting Creative 1,active,4056,42,24.03,0,2025-09-03T06:26:00Z
33,1,1,2025-09-04,Facebook Cpc Retargeting Creative 1,active,5039,152,249.43,4,2025-09-04T09:19:00Z
34,1,1,2025-09-05,Facebook Cpc Retargeting Creative 1,active,2445,20,21.36,1,2025-09-05T15:09:00Z
35,2,1,2025-07-22,Facebook Cpc Retargeting Creative 2,active,531,10,9.01,0,2025-07-22T19:30:00Z
36,2,1,2025-07-23,Facebook Cpc Retargeting Creative 2,active,2135,17,12.78,1,2025-07-23T02:30:00Z
37,2,1,2025-07-24,Facebook Cpc Retargeting Creative 2,active,1446,22,23.67,1,2025-07-24T21:16:00Z
38,2,1,2025-07-25,Facebook Cpc Retargeting Creative 2,active,1246,34,36.0,1,2025-07-25T12:23:00Z
39,2,1,2025-07-26,Facebook Cpc Retargeting Creative 2,active,2028,41,34.75,1,2025-07-26T07:53:00Z
40,2,1,2025-07-27,Facebook Cpc Retargeting Creative 2,active,2700,66,43.36,4,2025-07-27T03:05:00Z
41,2,1,2025-07-28,Facebook Cpc Retargeting Creative 2,active,5973,101,133.37,9,2025-07-28T18:14:00Z
42,2,1,2025-07-29,Facebook Cpc Retargeting Creative 2,active,5035,35,37.03,1,2025-07-29T17:43:00Z
43,2,1,2025-07-30,Facebook Cpc Retargeting Creative 2,active,4389,109,87.26,3,2025-07-30T12:57:00Z
44,2,1,2025-07-31,Facebook Cpc Retargeting Creative 2,active,784,17,32.82,1,2025-07-31T21:39:00Z
45,2,1,2025-08-01,Facebook Cpc Retargeting Creative 2,active,1707,15,25.31,0,2025-08-01T05:13:00Z
46,2,1,2025-08-02,Facebook Cpc Retargeting Creative 2,active,2078,19,21.28,1,2025-08-02T13:12:00Z
47,2,1,2025-08-03,Facebook Cpc Retargeting Creative 2,active,5638,57,80.46,1,2025-08-03T23:58:00Z
48,2,1,2025-08-04,Facebook Cpc Retargeting Creative 2,active,1048,8,10.77,0,2025-08-04T08:33:00Z
49,2,1,2025-08-05,Facebook Cpc Retargeting Creative 2,active,4253,157,66.1,10,2025-08-05T18:33:00Z
50,2,1,2025-08-06,Facebook Cpc Retargeting Creative 2,active,3937,35,22.9,1,2025-08-06T18:48:00Z
51,2,1,2025-08-07,Facebook Cpc Retargeting Creative 2,active,1320,49,66.47,0,2025-08-07T09:55:00Z
52,2,1,2025-08-08,Facebook Cpc Retargeting Creative 2,active,4887,174,329.28,4,2025-08-08T20:31:00Z
53,2,1,2025-08-09,Facebook Cpc Retargeting Creative 2,active,5186,136,63.06,3,2025-08-09T04:39:00Z
54,2,1,2025-08-10,Facebook Cpc Retargeting Creative 2,active,5486,158,171.1,6,2025-08-10T10:44:00Z
55,2,1,2025-08-11,Facebook Cpc Retargeting Creative 2,active,2446,16,19.33,0,2025-08-11T11:01:00Z
56,2,1,2025-08-12,Facebook Cpc Retargeting Creative 2,active,3267,109,99.76,3,2025-08-12T15:54:00Z
57,2,1,2025-08-13,Facebook Cpc Retargeting Creative 2,active,1304,50,39.38,1,2025-08-13T23:28:00Z
58,2,1,2025-08-14,Facebook Cpc Retargeting Creative 2,active,3128,45,49.88,2,2025-08-14T06:28:00Z
59,2,1,2025-08-15,Facebook Cpc Retargeting Creative 2,active,2231,82,89.56,3,2025-08-15T16:55:00Z
60,2,1,2025-08-16,Facebook Cpc Retargeting Creative 2,active,3563,120,153.12,1,2025-08-16T09:45:00Z
61,2,1,2025-08-17,Facebook Cpc Retargeting Creative 2,active,4651,88,151.97,4,2025-08-17T18:01:00Z
62,2,1,2025-08-18,Facebook Cpc Retargeting Creative 2,active,1923,22,39.95,1,2025-08-18T07:02:00Z
63,2,1,2025-08-19,Facebook Cpc Retargeting Creative 2,active,4239,28,28.35,0,2025-08-19T11:52:00Z
64,2,1,2025-08-20,Facebook Cpc Retargeting Creative 2,active,4302,97,143.58,1,2025-08-20T00:15:00Z
65,2,1,2025-08-21,Facebook Cpc Retargeting Creative 2,active,3551,78,90.35,7,2025-08-21T15:37:00Z
66,2,1,2025-08-22,Facebook Cpc Retargeting Creative 2,active,5016,86,58.31,7,2025-08-22T23:53:00Z
67,2,1,2025-08-23,Facebook Cpc Retargeting Creative 2,active,1240,18,19.03,0,2025-08-23T18:49:00Z
68,2,1,2025-08-24,Facebook Cpc Retargeting Creative 2,active,2255,78,117.04,5,2025-08-24T08:41:00Z
69,2,1,2025-08-25,Facebook Cpc Retargeting Creative 2,active,3854,88,164.55,8,2025-08-25T21:00:00Z
70,2,1,2025-08-26,Facebook Cpc Retargeting Creative 2,active,4383,161,241.59,9,2025-08-26T00:14:00Z
71,3,2,2025-08-05,Facebook Cpc Retargeting Creative 1,active,3584,124,146.36,2,2025-08-05T09:43:00Z
72,3,2,2025-08-06,Facebook Cpc Retargeting Creative 1,active,4765,161,173.1,1,2025-08-06T16:42:00Z
73,3,2,2025-08-07,Facebook Cpc Retargeting Creative 1,active,3565,87,122.62,2,2025-08-07T21:06:00Z
74,3,2,2025-08-08,Facebook Cpc Retargeting Creative 1,active,4446,32,66.57,2,2025-08-08T08:16:00Z
75,3,2,2025-08-09,Facebook Cpc Retargeting Creative 1,active,5874,175,335.48,5,2025-08-09T04:33:00Z
76,3,2,2025-08-10,Facebook Cpc Retargeting Creative 1,active,2468,90,159.23,7,2025-08-10T19:25:00Z
77,3,2,2025-08-11,Facebook Cpc Retargeting Creative 1,active,5911,95,60.6,0,2025-08-11T15:18:00Z
78,3,2,2025-08-12,Facebook Cpc Retargeting Creative 1,active,2625,96,104.43,7,2025-08-12T18:45:00Z
79,3,2,2025-08-13,Facebook Cpc Retargeting Creative 1,active,5186,174,171.11,12,2025-08-13T21:34:00Z
80,3,2,2025-08-14,Facebook Cpc Retargeting Creative 1,active,5729,186,361.04,12,2025-08-14T16:19:00Z
81,3,2,2025-08-15,Facebook Cpc Retargeting Creative 1,active,1892,65,122.85,1,2025-08-15T03:30:00Z
82,3,2,2025-08-16,Facebook Cpc Retargeting Creative 1,active,1548,47,76.74,2,2025-08-16T05:43:00Z
83,3,2,2025-08-17,Facebook Cpc Retargeting Creative 1,active,3249,90,70.0,2,2025-08-17T09:26:00Z
84,3,2,2025-08-18,Facebook Cpc Retargeting Creative 1,active,3214,57,79.54,2,2025-08-18T03:30:00Z
85,3,2,2025-08-19,Facebook Cpc Retargeting Creative 1,active,939,33,45.94,3,2025-08-19T02:30:00Z
86,3,2,2025-08-20,Facebook Cpc Retargeting Creative 1,active,2093,47,88.11,1,2025-08-20T09:26:00Z
87,3,2,2025-08-21,Facebook Cpc Retargeting Creative 1,active,942,33,21.66,3,2025-08-21T10:26:00Z
88,3,2,2025-08-22,Facebook Cpc Retargeting Creative 1,active,5164,187,388.46,2,2025-08-22T22:11:00Z
89,3,2,2025-08-23,Facebook Cpc Retargeting Creative 1,active,1162,25,36.82,0,2025-08-23T20:03:00Z
90,3,2,2025-08-24,Facebook Cpc Retargeting Creative 1,active,538,11,8.32,0,2025-08-24T18:48:00Z
91,3,2,2025-08-25,Facebook Cpc Retargeting Creative 1,active,1797,39,66.22,0,2025-08-25T19:27:00Z
92,3,2,2025-08-26,Facebook Cpc Retargeting Creative 1,active,5689,113,127.62,5,2025-08-26T00:02:00Z
93,3,2,2025-08-27,Facebook Cpc Retargeting Creative 1,active,4872,58,59.99,0,2025-08-27T10:48:00Z
94,3,2,2025-08-28,Facebook Cpc Retargeting Creative 1,active,4850,56,86.83,3,2025-08-28T07:14:00Z
95,3,2,2025-08-29,Facebook Cpc Retargeting Creative 1,active,3320,52,29.88,2,2025-08-29T09:10:00Z
96,3,2,2025-08-30,Facebook Cpc Retargeting Creative 1,active,1034,34,30.84,0,2025-08-30T23:33:00Z
97,3,2,2025-08-31,Facebook Cpc Retargeting Creative 1,active,5385,125,142.15,8,2025-08-31T04:21:00Z
98,3,2,2025-09-01,Facebook Cpc Retargeting Creative 1,active,4515,79,56.91,7,2025-09-01T12:01:00Z
99,3,2,2025-09-02,Facebook Cpc Retargeting Creative 1,active,2371,30,62.23,0,2025-09-02T00:37:00Z
100,3,2,2025-09-03,Facebook Cpc Retargeting Creative 1,active,4633,50,51.16,3,2025-09-03T01:24:00Z
101,3,2,2025-09-04,Facebook Cpc Retargeting Creative 1,active,5745,80,104.72,0,2025-09-04T01:42:00Z
102,3,2,2025-09-05,Facebook Cpc Retargeting Creative 1,active,1385,38,16.48,2,2025-09-05T13:28:00Z
103,3,2,2025-09-06,Facebook Cpc Retargeting Creative 1,active,3615,33,27.38,2,2025-09-06T06:44:00Z
104,3,2,2025-09-07,Facebook Cpc Retargeting Creative 1,active,5663,30,33.46,0,2025-09-07T16:17:00Z
105,3,2,2025-09-08,Facebook Cpc Retargeting Creative 1,active,5601,146,92.44,12,2025-09-08T03:32:00Z
106,3,2,2025-09-09,Facebook Cpc Retargeting Creative 1,active,5560,50,29.69,0,2025-09-09T06:38:00Z
107,3,2,2025-09-10,Facebook Cpc Retargeting Creative 1,active,2136,68,123.32,6,2025-09-10T11:45:00Z
108,3,2,2025-09-11,Facebook Cpc Retargeting Creative 1,active,3856,59,27.55,2,2025-09-11T06:44:00Z
109,4,2,2025-08-18,Facebook Cpc Retargeting Creative 2,active,2421,12,18.5,1,2025-08-18T18:42:00Z
110,4,2,2025-08-19,Facebook Cpc Retargeting Creative 2,active,4547,46,25.44,2,2025-08-19T23:46:00Z
111,4,2,2025-08-20,Facebook Cpc Retargeting Creative 2,active,1329,48,71.78,2,2025-08-20T09:16:00Z
112,4,2,2025-08-21,Facebook Cpc Retargeting Creative 2,active,4303,29,51.69,2,2025-08-21T09:23:00Z
113,4,2,2025-08-22,Facebook Cpc Retargeting Creative 2,active,3061,60,35.82,5,2025-08-22T01:00:00Z
114,4,2,2025-08-23,Facebook Cpc Retargeting Creative 2,active,1633,46,31.73,1,2025-08-23T14:39:00Z
115,4,2,2025-08-24,Facebook Cpc Retargeting Creative 2,active,2697,96,53.57,7,2025-08-24T05:07:00Z
116,4,2,2025-08-25,Facebook Cpc Retargeting Creative 2,active,3783,71,83.5,5,2025-08-25T22:54:00Z
117,4,2,2025-08-26,Facebook Cpc Retargeting Creative 2,active,4417,145,217.94,11,2025-08-26T03:08:00Z
118,4,2,2025-08-27,Facebook Cpc Retargeting Creative 2,active,980,38,69.75,0,2025-08-27T18:30:00Z
119,4,2,2025-08-28,Facebook Cpc Retargeting Creative 2,active,5160,148,104.81,5,2025-08-28T11:39:00Z
120,4,2,2025-08-29,Facebook Cpc Retargeting Creative 2,active,736,25,47.4,1,2025-08-29T04:30:00Z
121,4,2,2025-08-30,Facebook Cpc Retargeting Creative 2,active,4498,40,43.97,0,2025-08-30T08:41:00Z
122,4,2,2025-08-31,Facebook Cpc Retargeting Creative 2,active,3074,16,30.02,0,2025-08-31T23:36:00Z
123,4,2,2025-09-01,Facebook Cpc Retargeting Creative 2,active,5128,65,131.61,5,2025-09-01T16:33:00Z
124,4,2,2025-09-02,Facebook Cpc Retargeting Creative 2,active,5564,46,70.15,1,2025-09-02T11:42:00Z
125,4,2,2025-09-03,Facebook Cpc Retargeting Creative 2,active,5754,106,193.59,5,2025-09-03T19:03:00Z
126,4,2,2025-09-04,Facebook Cpc Retargeting Creative 2,active,595,16,10.67,1,2025-09-04T15:55:00Z
127,4,2,2025-09-05,Facebook Cpc Retargeting Creative 2,active,1854,14,17.3,0,2025-09-05T08:03:00Z
128,4,2,2025-09-06,Facebook Cpc Retargeting Creative 2,active,4652,59,88.12,2,2025-09-06T07:05:00Z
129,4,2,2025-09-07,Facebook Cpc Retargeting Creative 2,active,4260,87,119.55,0,2025-09-07T15:28:00Z
130,4,2,2025-09-08,Facebook Cpc Retargeting Creative 2,active,3089,28,34.87,1,2025-09-08T03:25:00Z
131,4,2,2025-09-09,Facebook Cpc Retargeting Creative 2,active,3877,24,32.0,1,2025-09-09T19:39:00Z
132,4,2,2025-09-10,Facebook Cpc Retargeting Creative 2,active,5722,89,112.51,1,2025-09-10T21:29:00Z
133,4,2,2025-09-11,Facebook Cpc Retargeting Creative 2,active,3292,58,28.55,1,2025-09-11T14:21:00Z
134,4,2,2025-09-12,Facebook Cpc Retargeting Creative 2,active,5088,162,230.03,11,2025-09-12T11:45:00Z
135,4,2,2025-09-13,Facebook Cpc Retargeting Creative 2,active,4207,37,62.56,0,2025-09-13T10:22:00Z
136,4,2,2025-09-14,Facebook Cpc Retargeting Creative 2,active,5690,220,197.2,11,2025-09-14T22:06:00Z
137,4,2,2025-09-15,Facebook Cpc Retargeting Creative 2,active,875,31,38.35,2,2025-09-15T23:46:00Z
138,4,2,2025-09-16,Facebook Cpc Retargeting Creative 2,active,3852,33,47.47,0,2025-09-16T12:13:00Z
139,4,2,2025-09-17,Facebook Cpc Retargeting Creative 2,active,4244,143,103.53,4,2025-09-17T13:02:00Z
140,4,2,2025-09-18,Facebook Cpc Retargeting Creative 2,active,5687,195,273.19,15,2025-09-18T14:29:00Z
141,4,2,2025-09-19,Facebook Cpc Retargeting Creative 2,active,5894,151,189.83,14,2025-09-19T00:33:00Z
142,4,2,2025-09-20,Facebook Cpc Retargeting Creative 2,active,897,21,23.85,1,2025-09-20T16:49:00Z
143,4,2,2025-09-21,Facebook Cpc Retargeting Creative 2,active,1951,56,38.93,4,2025-09-21T03:24:00Z
144,5,3,2026-04-16,Facebook Cpc Lookalike Prospecting Creative 1,active,2741,51,50.13,1,2026-04-16T04:08:00Z
145,5,3,2026-04-17,Facebook Cpc Lookalike Prospecting Creative 1,active,3881,101,192.6,5,2026-04-17T22:35:00Z
146,5,3,2026-04-18,Facebook Cpc Lookalike Prospecting Creative 1,active,3071,91,181.12,5,2026-04-18T06:13:00Z
147,5,3,2026-04-19,Facebook Cpc Lookalike Prospecting Creative 1,active,5613,168,263.3,15,2026-04-19T04:45:00Z
148,5,3,2026-04-20,Facebook Cpc Lookalike Prospecting Creative 1,active,5825,227,159.42,12,2026-04-20T20:20:00Z
149,5,3,2026-04-21,Facebook Cpc Lookalike Prospecting Creative 1,active,1445,45,61.01,2,2026-04-21T21:45:00Z
150,5,3,2026-04-22,Facebook Cpc Lookalike Prospecting Creative 1,active,3919,112,214.99,5,2026-04-22T13:51:00Z
151,5,3,2026-04-23,Facebook Cpc Lookalike Prospecting Creative 1,active,604,14,6.2,0,2026-04-23T21:03:00Z
152,5,3,2026-04-24,Facebook Cpc Lookalike Prospecting Creative 1,active,2137,30,52.06,2,2026-04-24T21:16:00Z
153,5,3,2026-04-25,Facebook Cpc Lookalike Prospecting Creative 1,active,1699,58,91.29,1,2026-04-25T17:02:00Z
154,5,3,2026-04-26,Facebook Cpc Lookalike Prospecting Creative 1,active,3438,115,66.03,9,2026-04-26T23:35:00Z
155,5,3,2026-04-27,Facebook Cpc Lookalike Prospecting Creative 1,active,2337,72,97.5,1,2026-04-27T22:18:00Z
156,5,3,2026-04-28,Facebook Cpc Lookalike Prospecting Creative 1,active,5943,39,40.9,1,2026-04-28T21:20:00Z
157,5,3,2026-04-29,Facebook Cpc Lookalike Prospecting Creative 1,active,5023,34,56.58,0,2026-04-29T14:53:00Z
158,5,3,2026-04-30,Facebook Cpc Lookalike Prospecting Creative 1,active,2347,86,137.42,5,2026-04-30T18:34:00Z
159,5,3,2026-05-01,Facebook Cpc Lookalike Prospecting Creative 1,active,5442,64,104.47,1,2026-05-01T14:11:00Z
160,5,3,2026-05-02,Facebook Cpc Lookalike Prospecting Creative 1,active,1110,12,8.35,0,2026-05-02T12:02:00Z
161,5,3,2026-05-03,Facebook Cpc Lookalike Prospecting Creative 1,active,4010,59,50.1,0,2026-05-03T08:00:00Z
162,5,3,2026-05-04,Facebook Cpc Lookalike Prospecting Creative 1,active,3207,68,135.57,0,2026-05-04T10:38:00Z
163,5,3,2026-05-05,Facebook Cpc Lookalike Prospecting Creative 1,active,916,29,42.43,2,2026-05-05T09:31:00Z
164,5,3,2026-05-06,Facebook Cpc Lookalike Prospecting Creative 1,active,5191,125,65.49,8,2026-05-06T16:14:00Z
165,5,3,2026-05-07,Facebook Cpc Lookalike Prospecting Creative 1,active,2006,46,79.89,0,2026-05-07T17:34:00Z
166,5,3,2026-05-08,Facebook Cpc Lookalike Prospecting Creative 1,active,3804,31,24.06,0,2026-05-08T10:21:00Z
167,5,3,2026-05-09,Facebook Cpc Lookalike Prospecting Creative 1,active,3455,52,104.81,3,2026-05-09T15:35:00Z
168,5,3,2026-05-10,Facebook Cpc Lookalike Prospecting Creative 1,active,5819,30,46.12,1,2026-05-10T20:39:00Z
169,5,3,2026-05-11,Facebook Cpc Lookalike Prospecting Creative 1,active,5588,75,35.08,6,2026-05-11T12:58:00Z
170,5,3,2026-05-12,Facebook Cpc Lookalike Prospecting Creative 1,active,1428,26,34.28,0,2026-05-12T16:52:00Z
171,5,3,2026-05-13,Facebook Cpc Lookalike Prospecting Creative 1,active,3571,82,103.72,3,2026-05-13T09:57:00Z
172,5,3,2026-05-14,Facebook Cpc Lookalike Prospecting Creative 1,active,5837,68,86.61,6,2026-05-14T05:49:00Z
173,5,3,2026-05-15,Facebook Cpc Lookalike Prospecting Creative 1,active,4907,116,170.03,2,2026-05-15T20:49:00Z
174,5,3,2026-05-16,Facebook Cpc Lookalike Prospecting Creative 1,active,2246,79,88.57,0,2026-05-16T17:53:00Z
175,5,3,2026-05-17,Facebook Cpc Lookalike Prospecting Creative 1,active,4065,112,223.73,8,2026-05-17T04:01:00Z
176,6,3,2026-04-01,Facebook Cpc Lookalike Prospecting Creative 2,active,810,6,2.95,0,2026-04-01T17:04:00Z
177,6,3,2026-04-02,Facebook Cpc Lookalike Prospecting Creative 2,active,5210,175,341.02,7,2026-04-02T14:40:00Z
178,6,3,2026-04-03,Facebook Cpc Lookalike Prospecting Creative 2,active,3813,76,32.58,5,2026-04-03T17:00:00Z
179,6,3,2026-04-04,Facebook Cpc Lookalike Prospecting Creative 2,active,5754,173,87.8,12,2026-04-04T01:44:00Z
180,6,3,2026-04-05,Facebook Cpc Lookalike Prospecting Creative 2,active,1094,19,23.84,0,2026-04-05T21:19:00Z
181,6,3,2026-04-06,Facebook Cpc Lookalike Prospecting Creative 2,active,5468,43,73.14,1,2026-04-06T12:52:00Z
182,6,3,2026-04-07,Facebook Cpc Lookalike Prospecting Creative 2,active,5912,35,23.3,0,2026-04-07T23:25:00Z
183,6,3,2026-04-08,Facebook Cpc Lookalike Prospecting Creative 2,active,4970,76,112.32,2,2026-04-08T23:41:00Z
184,6,3,2026-04-09,Facebook Cpc Lookalike Prospecting Creative 2,active,3556,136,56.98,11,2026-04-09T04:07:00Z
185,6,3,2026-04-10,Facebook Cpc Lookalike Prospecting Creative 2,active,842,4,5.66,0,2026-04-10T02:19:00Z
186,6,3,2026-04-11,Facebook Cpc Lookalike Prospecting Creative 2,active,2220,69,133.59,2,2026-04-11T13:57:00Z
187,6,3,2026-04-12,Facebook Cpc Lookalike Prospecting Creative 2,active,5791,201,129.08,3,2026-04-12T19:53:00Z
188,6,3,2026-04-13,Facebook Cpc Lookalike Prospecting Creative 2,active,2570,30,21.25,2,2026-04-13T01:54:00Z
189,6,3,2026-04-14,Facebook Cpc Lookalike Prospecting Creative 2,active,4996,105,140.12,3,2026-04-14T02:16:00Z
190,6,3,2026-04-15,Facebook Cpc Lookalike Prospecting Creative 2,active,1304,15,20.81,1,2026-04-15T11:08:00Z
191,6,3,2026-04-16,Facebook Cpc Lookalike Prospecting Creative 2,active,5999,167,95.2,10,2026-04-16T06:20:00Z
192,6,3,2026-04-17,Facebook Cpc Lookalike Prospecting Creative 2,active,4480,93,134.64,2,2026-04-17T18:09:00Z
193,6,3,2026-04-18,Facebook Cpc Lookalike Prospecting Creative 2,active,5133,127,225.18,12,2026-04-18T05:00:00Z
194,6,3,2026-04-19,Facebook Cpc Lookalike Prospecting Creative 2,active,3065,41,31.84,3,2026-04-19T13:17:00Z
195,6,3,2026-04-20,Facebook Cpc Lookalike Prospecting Creative 2,active,3444,33,54.32,2,2026-04-20T14:28:00Z
196,6,3,2026-04-21,Facebook Cpc Lookalike Prospecting Creative 2,active,3438,110,135.06,1,2026-04-21T20:38:00Z
197,6,3,2026-04-22,Facebook Cpc Lookalike Prospecting Creative 2,active,1171,40,74.39,0,2026-04-22T17:12:00Z
198,6,3,2026-04-23,Facebook Cpc Lookalike Prospecting Creative 2,active,2656,81,118.69,5,2026-04-23T00:54:00Z
199,6,3,2026-04-24,Facebook Cpc Lookalike Prospecting Creative 2,active,4654,126,224.47,7,2026-04-24T18:13:00Z
200,6,3,2026-04-25,Facebook Cpc Lookalike Prospecting Creative 2,active,800,19,25.15,1,2026-04-25T15:41:00Z
201,6,3,2026-04-26,Facebook Cpc Lookalike Prospecting Creative 2,active,1717,30,23.39,2,2026-04-26T23:54:00Z
202,6,3,2026-04-27,Facebook Cpc Lookalike Prospecting Creative 2,active,2883,27,33.8,0,2026-04-27T11:32:00Z
203,6,3,2026-04-28,Facebook Cpc Lookalike Prospecting Creative 2,active,586,16,29.47,1,2026-04-28T19:43:00Z
204,6,3,2026-04-29,Facebook Cpc Lookalike Prospecting Creative 2,active,1858,58,37.04,0,2026-04-29T18:36:00Z
205,6,3,2026-04-30,Facebook Cpc Lookalike Prospecting Creative 2,active,5901,209,135.54,15,2026-04-30T11:02:00Z
206,6,3,2026-05-01,Facebook Cpc Lookalike Prospecting Creative 2,active,2292,72,57.17,1,2026-05-01T07:02:00Z
207,6,3,2026-05-02,Facebook Cpc Lookalike Prospecting Creative 2,active,5977,73,141.85,2,2026-05-02T15:58:00Z
208,6,3,2026-05-03,Facebook Cpc Lookalike Prospecting Creative 2,active,4224,151,70.64,9,2026-05-03T03:45:00Z
209,6,3,2026-05-04,Facebook Cpc Lookalike Prospecting Creative 2,active,4771,129,111.58,9,2026-05-04T18:34:00Z
210,6,3,2026-05-05,Facebook Cpc Lookalike Prospecting Creative 2,active,5170,57,86.14,2,2026-05-05T20:57:00Z
211,7,4,2026-03-27,Facebook Cpc Lookalike Prospecting Creative 1,active,4730,90,161.04,3,2026-03-27T15:56:00Z
212,7,4,2026-03-28,Facebook Cpc Lookalike Prospecting Creative 1,active,5449,28,53.18,1,2026-03-28T07:04:00Z
213,7,4,2026-03-29,Facebook Cpc Lookalike Prospecting Creative 1,active,4715,129,97.99,2,2026-03-29T11:38:00Z
214,7,4,2026-03-30,Facebook Cpc Lookalike Prospecting Creative 1,active,1469,41,45.3,1,2026-03-30T03:30:00Z
215,7,4,2026-03-31,Facebook Cpc Lookalike Prospecting Creative 1,active,4422,96,134.82,6,2026-03-31T13:01:00Z
216,7,4,2026-04-01,Facebook Cpc Lookalike Prospecting Creative 1,active,2496,16,22.0,0,2026-04-01T20:32:00Z
217,7,4,2026-04-02,Facebook Cpc Lookalike Prospecting Creative 1,active,821,29,18.84,0,2026-04-02T05:33:00Z
218,7,4,2026-04-03,Facebook Cpc Lookalike Prospecting Creative 1,active,3821,99,134.45,0,2026-04-03T23:46:00Z
219,7,4,2026-04-04,Facebook Cpc Lookalike Prospecting Creative 1,active,5921,199,400.06,4,2026-04-04T19:30:00Z
220,7,4,2026-04-05,Facebook Cpc Lookalike Prospecting Creative 1,active,4445,48,86.96,2,2026-04-05T18:52:00Z
221,7,4,2026-04-06,Facebook Cpc Lookalike Prospecting Creative 1,active,1989,53,67.22,0,2026-04-06T21:21:00Z
222,7,4,2026-04-07,Facebook Cpc Lookalike Prospecting Creative 1,active,4214,109,56.36,4,2026-04-07T04:06:00Z
223,7,4,2026-04-08,Facebook Cpc Lookalike Prospecting Creative 1,active,635,7,13.03,0,2026-04-08T13:52:00Z
224,7,4,2026-04-09,Facebook Cpc Lookalike Prospecting Creative 1,active,1725,45,31.57,4,2026-04-09T19:02:00Z
225,7,4,2026-04-10,Facebook Cpc Lookalike Prospecting Creative 1,active,4853,109,65.38,5,2026-04-10T04:57:00Z
