id,visited_at,customer_id,gclid,landing_page,device_category,_fivetran_synced
120,2026-01-08T01:08:55Z,,,/about,tablet,2026-01-08T00:19:00Z
121,2025-10-12T06:57:30Z,18,,/about,mobile,2025-10-12T10:23:00Z
122,2026-05-17T16:54:50Z,,,/products,mobile,2026-05-17T23:16:00Z
123,2026-01-08T06:31:18Z,,gclid-3-2656ae1igc,/checkout,desktop,2026-01-08T02:55:00Z
124,2025-05-09T00:46:00Z,40,,/,desktop,2025-05-09T18:40:00Z
125,2026-06-21T14:40:55Z,,,/checkout,desktop,2026-06-21T01:45:00Z
126,2025-06-11T06:58:47Z,6,,/,mobile,2025-06-11T21:14:00Z
127,2025-07-17T01:45:05Z,,,/products,mobile,2025-07-17T06:45:00Z
128,2025-12-10T19:45:11Z,,,/checkout,desktop,2025-12-10T14:11:00Z
129,2025-12-16T00:05:11Z,35,,/checkout,desktop,2025-12-16T22:07:00Z
130,2026-03-26T02:12:11Z,,,/products,desktop,2026-03-26T12:40:00Z
131,2026-06-03T18:18:38Z,,,/products,mobile,2026-06-03T08:52:00Z
132,2025-09-24T23:15:33Z,,gclid-9-kfcr6c1py6,/products/jacket,desktop,2025-09-24T23:43:00Z
133,2025-05-16T10:37:49Z,39,,/about,desktop,2025-05-16T18:16:00Z
134,2026-04-08T10:28:22Z,,,/products/jacket,mobile,2026-04-08T15:20:00Z
135,2026-01-05T23:12:14Z,23,,/products/jacket,mobile,2026-01-05T14:20:00Z
136,2026-05-13T12:29:55Z,,,/products,tablet,2026-05-13T12:26:00Z
137,2025-04-13T04:50:20Z,,,/products,mobile,2025-04-13T11:00:00Z
138,2025-11-09T21:57:11Z,,gclid-7-dofmaok8ti,/products/jacket,tablet,2025-11-09T23:31:00Z
139,2025-11-08T13:54:10Z,,,/products/tee,desktop,2025-11-08T02:20:00Z
140,2026-03-28T15:38:18Z,,gclid-16-2oalfwypee,/products/tee,mobile,2026-03-28T23:23:00Z
141,2026-05-19T22:55:08Z,,,/,desktop,2026-05-19T14:23:00Z
142,2025-10-31T07:13:20Z,,,/products/tee,tablet,2025-10-31T15:50:00Z
143,2025-08-22T17:21:36Z,,,/products,mobile,2025-08-22T20:36:00Z
144,2025-07-27T22:37:39Z,,gclid-16-u6l5nfltq6,/about,mobile,2025-07-27T02:28:00Z
145,2025-10-17T06:50:49Z,4,gclid-16-iwl3rfjl9v,/checkout,desktop,2025-10-17T20:12:00Z
146,2026-01-31T19:07:18Z,,,/products,tablet,2026-01-31T16:18:00Z
147,2025-08-06T12:27:44Z,17,,/products,desktop,2025-08-06T09:01:00Z
148,2025-04-15T20:41:48Z,10,,/products/jacket,tablet,2025-04-15T12:35:00Z
149,2025-06-20T19:28:48Z,,,/products/jacket,mobile,2025-06-20T06:45:00Z
150,2026-02-05T14:18:10Z,2,,/,desktop,2026-02-05T10:35:00Z
151,2025-12-01T11:09:20Z,2,,/about,mobile,2025-12-01T20:20:00Z
152,2025-10-20T05:20:39Z,19,,/products/tee,tablet,2025-10-20T18:02:00Z
153,2026-06-27T16:03:46Z,5,,/,desktop,2026-06-27T04:06:00Z
154,2025-12-24T05:45:15Z,23,gclid-11-cmcoco2ztd,/products,mobile,2025-12-24T05:07:00Z
155,2026-04-26T08:14:15Z,,gclid-1-b4ibhif5sl,/blog/sizing-guide,tablet,2026-04-26T21:25:00Z
156,2025-04-10T16:48:18Z,,,/about,mobile,2025-04-10T17:04:00Z
157,2025-04-21T06:37:02Z,,gclid-1-mc5s3ofaww,/products/tee,tablet,2025-04-21T11:32:00Z
158,2025-10-16T05:53:12Z,13,,/products/tee,mobile,2025-10-16T12:07:00Z
159,2026-02-28T09:28:01Z,,,/about,tablet,2026-02-28T12:13:00Z
160,2025-07-04T03:02:24Z,,,/blog/sizing-guide,desktop,2025-07-04T06:48:00Z
161,2026-01-17T23:47:19Z,,,/checkout,mobile,2026-01-17T11:29:00Z
162,2025-04-28T20:40:14Z,,,/products/tee,desktop,2025-04-28T16:01:00Z
163,2025-09-06T00:13:53Z,32,gclid-13-zqo17rv2y7,/,tablet,2025-09-06T03:56:00Z
164,2025-04-01T00:39:03Z,,,/,mobile,2025-04-01T14:24:00Z
165,2026-04-09T18:10:06Z,13,gclid-14-0nkxkbefq7,/blog/sizing-guide,desktop,2026-04-09T03:58:00Z
166,2026-02-20T23:43:50Z,,gclid-16-ge0q5zjauc,/about,desktop,2026-02-20T06:04:00Z
167,2025-10-21T21:24:01Z,,gclid-15-o9ubc1kkr2,/,tablet,2025-10-21T08:55:00Z
168,2025-07-06T07:44:28Z,,,/,tablet,2025-07-06T13:35:00Z
169,2026-03-26T15:50:14Z,,,/products/tee,mobile,2026-03-26T02:38:00Z
170,2025-10-06T14:52:30Z,24,,/about,tablet,2025-10-06T17:09:00Z
171,2025-09-12T23:40:22Z,,,/products/tee,mobile,2025-09-12T11:49:00Z
172,2025-08-28T04:52:43Z,,,/checkout,mobile,2025-08-28T11:27:00Z
173,2025-05-15T19:16:56Z,,gclid-15-qty6m79fmw,/about,desktop,2025-05-15T18:08:00Z
174,2026-05-23T06:52:44Z,,,/,tablet,2026-05-23T17:02:00Z
175,2025-12-23T03:36:00Z,,gclid-6-0y2rl4n7s3,/products,tablet,2025-12-23T11:47:00Z
176,2025-10-26T22:48:06Z,,gclid-5-46ga2sdfc8,/products,mobile,2025-10-26T09:52:00Z
177,2025-07-17T17:40:06Z,2,,/,mobile,2025-07-17T03:13:00Z
178,2025-07-05T21:04:04Z,,gclid-14-8xavmnkw7w,/checkout,desktop,2025-07-05T21:31:00Z
179,2025-04-17T15:20:22Z,,gclid-13-11pv58y9n8,/blog/sizing-guide,desktop,2025-04-17T15:16:00Z
180,2026-01-04T02:05:15Z,,,/,mobile,2026-01-04T12:47:00Z
181,2025-09-20T07:38:30Z,29,gclid-7-wdyvybscgj,/checkout,mobile,2025-09-20T17:41:00Z
182,2026-04-06T01:16:37Z,,gclid-6-6kfkldf4hr,/,mobile,2026-04-06T23:51:00Z
183,2026-03-01T05:49:24Z,22,gclid-16-iqz6df08up,/products/tee,tablet,2026-03-01T13:01:00Z
184,2026-03-29T16:57:44Z,,,/products/jacket,mobile,2026-03-29T01:17:00Z
185,2025-11-10T17:44:27Z,23,gclid-16-o765efuxq9,/products/tee,tablet,2025-11-10T08:30:00Z
186,2025-05-05T21:11:37Z,,,/products,desktop,2025-05-05T04:19:00Z
187,2025-06-08T23:44:25Z,1,gclid-4-sjtk3lirhx,/products/jacket,mobile,2025-06-08T06:06:00Z
188,2025-06-28T12:35:40Z,,,/,desktop,2025-06-28T21:08:00Z
189,2026-06-14T16:09:55Z,,,/,tablet,2026-06-14T05:15:00Z
190,2026-02-15T13:53:40Z,17,,/products/jacket,desktop,2026-02-15T13:02:00Z
191,2026-06-20T10:49:25Z,,gclid-12-ov50ew25x1,/products,desktop,2026-06-20T19:33:00Z
192,2025-08-26T15:49:04Z,5,,/checkout,desktop,2025-08-26T22:57:00Z
193,2026-05-03T04:49:41Z,18,gclid-15-x9m4v74qr1,/blog/sizing-guide,tablet,2026-05-03T18:44:00Z
194,2026-01-12T21:38:38Z,,,/products/jacket,mobile,2026-01-12T02:44:00Z
195,2025-12-07T10:34:33Z,18,,/products/tee,mobile,2025-12-07T19:32:00Z
196,2025-07-26T10:59:57Z,13,,/products/tee,mobile,2025-07-26T06:52:00Z
197,2025-09-19T16:43:26Z,,gclid-7-16f1kyntl2,/checkout,tablet,2025-09-19T05:07:00Z
198,2026-04-06T23:56:18Z,22,,/products,tablet,2026-04-06T15:23:00Z
199,2025-08-04T12:30:45Z,,gclid-11-fvj839ag77,/products/jacket,tablet,2025-08-04T18:52:00Z
200,2025-08-20T16:36:26Z,28,gclid-16-vrnegn2b4j,/checkout,tablet,2025-08-20T08:08:00Z
201,2026-05-07T03:59:47Z,37,,/,desktop,2026-05-07T03:21:00Z
202,2026-02-14T23:17:18Z,40,,/checkout,tablet,2026-02-14T08:59:00Z
203,2026-01-08T11:53:15Z,,gclid-11-1g8ntafuw9,/blog/sizing-guide,mobile,2026-01-08T03:06:00Z
204,2025-08-05T13:14:15Z,12,,/products,mobile,2025-08-05T03:00:00Z
205,2025-08-01T21:19:27Z,,,/products/jacket,mobile,2025-08-01T06:14:00Z
206,2025-05-22T02:26:45Z,25,,/blog/sizing-guide,tablet,2025-05-22T12:01:00Z
207,2026-01-03T08:13:56Z,,,/checkout,mobile,2026-01-03T10:01:00Z
208,2025-12-12T16:39:24Z,,,/products/tee,desktop,2025-12-12T22:04:00Z
209,2026-02-02T22:43:24Z,,gclid-7-loikivqa7i,/about,desktop,2026-02-02T14:45:00Z
210,2026-05-15T00:24:36Z,32,,/products/jacket,tablet,2026-05-15T14:58:00Z
211,2025-11-04T02:27:16Z,17,,/products/jacket,desktop,2025-11-04T05:14:00Z
212,2026-06-12T18:41:33Z,,,/blog/sizing-guide,desktop,2026-06-12T12:23:00Z
213,2025-04-25T07:05:45Z,36,,/,mobile,2025-04-25T02:33:00Z
214,2025-08-09T14:09:18Z,,gclid-6-ilsidbx287,/products,mobile,2025-08-09T17:30:00Z
215,2025-11-03T05:15:01Z,5,,/,desktop,2025-11-03T08:52:00Z
216,2026-05-06T05:34:07Z,,,/products/tee,tablet,2026-05-06T05:09:00Z
217,2025-12-30T05:15:50Z,,gclid-9-sascebfe54,/checkout,mobile,2025-12-30T14:15:00Z
218,2025-11-19T05:45:07Z,39,,/blog/sizing-guide,desktop,2025-11-19T02:24:00Z
219,2025-06-09T00:18:29Z,,,/blog/sizing-guide,mobile,2025-06-09T17:34:00Z
220,2026-04-07T12:56:33Z,,,/checkout,mobile,2026-04-07T19:36:00Z
221,2026-04-03T23:25:48Z,,gclid-6-sr2hvnkvon,/products/tee,desktop,2026-04-03T10:31:00Z
222,2025-07-11T00:13:27Z,,,/products/jacket,tablet,2025-07-11T23:08:00Z
223,2026-02-27T09:25:15Z,,gclid-15-joznhe8ifx,/,mobile,2026-02-27T11:03:00Z
224,2025-09-27T14:58:24Z,,,/,tablet,2025-09-27T09:22:00Z
225,2026-05-26T16:35:30Z,,gclid-16-cllsad0ucs,/about,tablet,2026-05-26T11:01:00Z
226,2025-11-16T12:21:51Z,21,,/products/tee,mobile,2025-11-16T01:51:00Z
227,2025-12-21T18:07:56Z,,,/blog/sizing-guide,tablet,2025-12-21T01:42:00Z
228,2026-05-05T17:46:47Z,10,,/blog/sizing-guide,mobile,2026-05-05T10:42:00Z
229,2026-04-01T14:46:46Z,13,,/,tablet,2026-04-01T12:17:00Z
230,2025-10-19T07:02:02Z,,,/products,mobile,2025-10-19T18:12:00Z
231,2025-10-31T04:27:35Z,,,/products,desktop,2025-10-31T02:10:00Z
232,2026-06-14T01:16:46Z,30,,/products,tablet,2026-06-14T15:07:00Z
233,2025-05-11T21:29:51Z,,,/products/tee,mobile,2025-05-11T08:36:00Z
234,2026-01-11T17:56:57Z,21,,/checkout,desktop,2026-01-11T21:43:00Z
235,2026-06-02T22:37:33Z,,,/blog/sizing-guide,desktop,2026-06-02T07:52:00Z
236,2025-04-12T13:30:17Z,,,/products/jacket,tablet,2025-04-12T12:03:00Z
237,2026-01-28T09:51:55Z,,gclid-8-4h8qfdtn0p,/products/tee,mobile,2026-01-28T02:15:00Z
238,2025-06-23T19:30:59Z,,,/,mobile,2025-06-23T12:52:00Z
239,2025-11-08T04:26:30Z,24,,/,mobile,2025-11-08T07:31:00Z
240,2026-06-25T15:59:25Z,,,/blog/sizing-guide,desktop,2026-06-25T09:15:00Z
241,2026-02-07T05:21:10Z,,,/blog/sizing-guide,desktop,2026-02-07T03:05:00Z
242,2025-05-13T23:00:09Z,,,/,tablet,2025-05-13T20:09:00Z
243,2025-04-27T00:30:11Z,24,gclid-12-xdfld9cba7,/blog/sizing-guide,desktop,2025-04-27T12:52:00Z
244,2025-12-08T03:17:37Z,,gclid-3-3kcvjxzdvy,/,mobile,2025-12-08T10:42:00Z
245,2025-06-23T22:30:51Z,,,/products/tee,mobile,2025-06-23T20:45:00Z
246,2026-05-23T12:26:51Z,,,/blog/sizing-guide,mobile,2026-05-23T21:20:00Z
247,2025-07-17T07:29:09Z,4,,/checkout,desktop,2025-07-17T04:06:00Z
248,2025-11-16T04:09:46Z,,gclid-11-uzpex7tv7h,/products/jacket,tablet,2025-11-16T01:23:00Z
249,2025-06-20T12:12:22Z,17,gclid-13-grxozlel8p,/products/tee,tablet,2025-06-20T22:11:00Z
250,2025-04-04T05:16:26Z,,gclid-11-f5iv86zp1w,/about,mobile,2025-04-04T19:23:00Z
251,2025-09-20T00:06:30Z,,,/products,desktop,2025-09-20T04:21:00Z
252,2026-03-15T21:54:47Z,26,,/checkout,tablet,2026-03-15T19:59:00Z
253,2026-02-08T06:27:49Z,,,/products/jacket,tablet,2026-02-08T18:35:00Z
254,2025-08-27T17:48:29Z,27,gclid-3-r576vilvqk,/about,desktop,2025-08-27T07:42:00Z
255,2026-01-22T08:25:16Z,15,gclid-15-iabc2t67a5,/about,tablet,2026-01-22T09:49:00Z
256,2026-02-02T21:03:31Z,36,,/products/tee,desktop,2026-02-02T07:59:00Z
257,2025-10-17T17:46:21Z,,gclid-1-ycx8ae0jxy,/products/jacket,desktop,2025-10-17T13:13:00Z
258,2026-04-09T05:23:06Z,35,,/about,tablet,2026-04-09T20:04:00Z
259,2025-05-10T04:55:07Z,16,,/,mobile,2025-05-10T05:07:00Z
260,2026-04-27T14:21:07Z,,,/checkout,mobile,2026-04-27T16:07:00Z
261,2025-12-03T21:39:17Z,6,,/products/tee,desktop,2025-12-03T12:51:00Z
262,2025-07-06T17:16:46Z,,gclid-3-9fmsyg91mm,/products/jacket,mobile,2025-07-06T03:51:00Z
263,2025-12-19T12:13:10Z,,gclid-3-90472uqln6,/,mobile,2025-12-19T06:00:00Z
264,2026-01-18T11:01:42Z,,,/products/jacket,tablet,2026-01-18T00:20:00Z
265,2026-06-16T14:05:08Z,,,/checkout,desktop,2026-06-16T18:08:00Z
266,2025-11-29T15:35:35Z,40,,/blog/sizing-guide,desktop,2025-11-29T20:20:00Z
267,2025-08-04T09:34:52Z,7,,/,mobile,2025-08-04T21:08:00Z
268,2026-03-23T08:52:24Z,27,,/,tablet,2026-03-23T11:04:00Z
269,2025-12-12T09:47:19Z,19,,/products/tee,desktop,2025-12-12T22:05:00Z
270,2026-06-20T04:59:33Z,,,/products/tee,desktop,2026-06-20T03:16:00Z
271,2026-04-29T10:20:56Z,,gclid-3-ij4tt43tuy,/products/tee,tablet,2026-04-29T21:19:00Z
272,2025-05-22T12:48:59Z,,gclid-14-dl0ed8a6b3,/products/jacket,tablet,2025-05-22T03:16:00Z
273,2025-06-21T18:35:57Z,11,,/products,tablet,2025-06-21T18:44:00Z
274,2026-06-18T03:40:51Z,9,gclid-6-03yioy5u04,/products/jacket,tablet,2026-06-18T07:03:00Z
275,2025-11-07T06:39:42Z,,,/products/tee,mobile,2025-11-07T04:25:00Z
276,2026-01-28T13:58:37Z,8,gclid-14-jvaev0yu3u,/about,desktop,2026-01-28T04:45:00Z
277,2025-04-21T07:15:47Z,26,gclid-5-8jeahdzomq,/products,tablet,2025-04-21T20:50:00Z
278,2025-06-03T11:20:26Z,,,/products/tee,mobile,2025-06-03T21:12:00Z
279,2026-06-14T20:09:13Z,16,,/products/jacket,mobile,2026-06-14T08:27:00Z
280,2025-04-26T08:00:27Z,4,,/about,mobile,2025-04-26T16:18:00Z
281,2025-07-14T13:07:56Z,12,gclid-14-1r1cqkih54,/products/jacket,mobile,2025-07-14T05:30:00Z
282,2025-07-22T14:57:08Z,32,gclid-13-h8s7dzsyjx,/blog/sizing-guide,mobile,2025-07-22T23:25:00Z
283,2025-04-11T02:36:56Z,,gclid-9-31yuw2tgrt,/products,desktop,2025-04-11T10:49:00Z
284,2026-03-20T17:26:36Z,,,/products,desktop,2026-03-20T23:19:00Z
285,2026-04-05T13:16:44Z,,,/about,mobile,2026-04-05T21:53:00Z
286,2026-02-03T18:36:22Z,,gclid-7-6l4m1trpuy,/,tablet,2026-02-03T04:14:00Z
287,2025-10-28T01:13:29Z,,,/,desktop,2025-10-28T21:35:00Z
288,2025-11-12T22:08:14Z,7,,/,mobile,2025-11-12T00:58:00Z
